pair,credits,seed,t,seat,text,target,trigger,consequence,rule,full_rule,intention,has_message
qwen x deepseek,3,510,0,B,Let's both HOLD for max profit. I'll start with HOLD this ro,1,0,0,0,0,1,1
qwen x deepseek,3,510,1,A,Agree. Both HOLD for max profit. I'll HOLD this round.,1,0,0,0,0,1,1
qwen x deepseek,3,510,1,B,"Let's keep holding for mutual 3,3. Trust pays off.",1,0,0,0,0,1,1
qwen x deepseek,3,510,2,A,"Agree, let's keep holding for mutual 3,3.",1,0,0,0,0,1,1
qwen x deepseek,3,510,2,B,Let's keep HOLDing. Last text. I'll HOLD this round.,1,0,0,0,0,1,1
qwen x deepseek,3,511,0,A,"Let's HOLD, split the profit. Trust?",1,0,0,0,0,1,1
qwen x deepseek,3,511,0,B,Let's both HOLD for max profit. I'll start with HOLD.,1,0,0,0,0,1,1
qwen x deepseek,3,511,1,A,Agree. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,3,511,1,B,Let's keep HOLDing. Mutual benefit. Trust?,1,0,0,0,0,1,1
qwen x deepseek,3,511,2,A,Agree. Let's continue HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,3,511,2,B,"Let's keep HOLDing, mutual benefit. Last text, trust me.",1,0,0,0,0,1,1
qwen x deepseek,3,508,0,A,"Let's both HOLD. Trust me, it's better for both. 🤝",1,0,0,0,0,1,1
qwen x deepseek,3,508,0,B,Let's both HOLD for max profit. I'll start with HOLD this ro,1,0,0,0,0,1,1
qwen x deepseek,3,508,1,A,Let's keep HOLDING for mutual benefit. Trust?,1,0,0,0,0,1,1
qwen x deepseek,3,508,1,B,"Let's keep holding. Mutual benefit, higher profits. 🤝",1,0,0,0,0,1,1
qwen x deepseek,3,508,2,A,"Let's HOLD. If you CUT again, I'll CUT next round.",1,1,1,1,1,0,1
qwen x deepseek,3,508,2,B,Let's both HOLD. Last message. Mutual profit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,3,514,0,A,Let's HOLD. We both win more. Trust?,1,0,0,0,0,1,1
qwen x deepseek,3,514,0,B,Let's both HOLD for max profit. I'll match you.,1,0,0,0,0,1,1
qwen x deepseek,3,514,1,A,Let's keep HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,3,514,1,B,Let's keep HOLDing. More profit for both. Trust?,1,0,0,0,0,1,1
qwen x deepseek,3,514,2,A,Let's keep HOLDing. Trust and profit.,1,0,0,0,0,1,1
qwen x deepseek,3,514,2,B,Let's HOLD again. Mutual benefit. Trust me?,1,0,0,0,0,1,1
qwen x deepseek,3,512,0,B,Let's both HOLD for max profit. I'll match your move.,1,0,0,0,0,1,1
qwen x deepseek,3,512,1,A,Agree. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,3,512,1,B,Let's both HOLD for mutual profit. 2 credits left.,1,0,0,0,0,1,1
qwen x deepseek,3,512,2,A,Let's keep holding. Max profit for both.,1,0,0,0,0,1,1
qwen x deepseek,3,512,2,B,Let's both HOLD. Mutual benefit. Last text.,1,0,0,0,0,1,1
qwen x deepseek,3,512,3,A,Let's keep HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,3,518,0,A,"Let's both HOLD. Trust me, it's better for both. 🤝",1,0,0,0,0,1,1
qwen x deepseek,3,518,0,B,Let's both HOLD for max profit. 3 each round beats 1. Trust ,1,0,0,0,0,1,1
qwen x deepseek,3,518,1,A,I'll HOLD if you do. Let's avoid the CUT trap.,0,1,0,0,0,0,1
qwen x deepseek,3,518,1,B,Let's both HOLD. Long-term profits are better for us. 🤝,1,0,0,0,0,1,1
qwen x deepseek,3,518,2,A,I'll HOLD if you do. Trust is key for both.,0,1,0,0,0,0,1
qwen x deepseek,3,518,2,B,Let's keep HOLDing. Mutual benefit. Last text. 🤝,1,0,0,0,0,1,1
qwen x deepseek,3,517,0,B,"Let's both HOLD for mutual benefit. Trust me, it's better fo",1,0,0,0,0,1,1
qwen x deepseek,3,517,1,A,Agree. Let's keep holding for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,3,517,1,B,Let's both HOLD for max profit. I'll match your moves.,1,0,0,0,0,1,1
qwen x deepseek,3,517,2,A,Let's keep HOLDING for max profit. I trust you.,1,0,0,0,0,1,1
qwen x deepseek,3,517,2,B,Let's both HOLD. Mutual benefit. Last text.,1,0,0,0,0,1,1
qwen x deepseek,3,517,3,A,Let's keep HOLD for mutual profit. I'll match you.,1,0,0,0,0,1,1
qwen x deepseek,3,513,0,A,Let's both HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,3,513,0,B,Let's both HOLD for max profit. 3 each round. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,3,513,1,A,Agree. Let's keep holding for max profit. Trust you.,1,0,0,0,0,1,1
qwen x deepseek,3,513,1,B,Let's continue HOLDing for mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,3,513,2,A,Let's keep HOLDing. Trust and profit.,1,0,0,0,0,1,1
qwen x deepseek,3,513,2,B,Let's keep holding. Last text. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,3,516,0,B,Let's both HOLD for max profit. 3 each round beats 1. Trust ,1,0,0,0,0,1,1
qwen x deepseek,3,516,1,A,I'll CUT unless you HOLD next. Let's合作.,0,1,1,1,0,0,1
qwen x deepseek,3,516,1,B,Let's both HOLD for mutual profit. 3>1.,1,0,0,0,0,1,1
qwen x deepseek,3,516,2,A,Let's HOLD. I'll CUT if you do. 2 credits left.,1,1,1,0,0,1,1
qwen x deepseek,3,516,2,B,Let's both HOLD next round for mutual gain. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,3,516,3,A,Let's both HOLD. 3 each round is better than 1. Trust.,1,0,0,0,0,1,1
qwen x deepseek,3,519,0,A,Let's both HOLD. We both win more. Trust?,1,0,0,0,0,1,1
qwen x deepseek,3,519,0,B,"Let's both HOLD for mutual high profits. Trust me, it's bett",1,0,0,0,0,1,1
qwen x deepseek,3,519,1,A,I'll HOLD if you do. Trust is key for both.,0,1,0,0,0,0,1
qwen x deepseek,3,519,1,B,Agree to HOLD again. Mutual benefit. Trust me.,0,0,0,0,0,0,1
qwen x deepseek,3,519,2,A,"Let's keep HOLDing. Mutual trust, mutual profit.",1,0,0,0,0,1,1
qwen x deepseek,3,519,2,B,Let's keep holding. Mutual benefit. Last text.,1,0,0,0,0,1,1
qwen x deepseek,3,515,0,B,Let’s both HOLD for mutual benefit. Trust me; I’ll reciproca,1,0,0,0,0,1,1
qwen x deepseek,3,515,1,A,I'll HOLD if you do. Let's keep mutual benefit.,1,1,0,0,0,1,1
qwen x deepseek,3,515,1,B,Let's both HOLD for max profit. I'll match your moves.,1,0,0,0,0,1,1
qwen x deepseek,3,515,2,A,Let's keep HOLDing. Mutual trust = max profit.,1,0,0,0,0,1,1
qwen x deepseek,3,515,2,B,"Let's both HOLD for mutual profit. Last text, I'll honor it.",1,0,0,0,0,1,1
qwen x deepseek,3,515,3,A,Let's keep HOLDing for mutual benefit. I'll match you.,1,0,0,0,0,1,1
qwen x deepseek,4,501,0,A,"Let's both HOLD. Trust me, it's better for both.",1,0,0,0,0,1,1
qwen x deepseek,4,501,0,B,Let's both HOLD for max profit. I'll match you.,1,0,0,0,0,1,1
qwen x deepseek,4,501,1,B,"Let's keep holding. Mutual benefit, higher profits for both.",1,0,0,0,0,1,1
qwen x deepseek,4,501,2,A,"Let's keep HOLDing. It's working, max profit for both.",1,0,0,0,0,1,1
qwen x deepseek,4,501,2,B,"Let's keep holding. Mutual benefit, higher profits.",1,0,0,0,0,1,1
qwen x deepseek,4,501,3,A,"Let's keep holding. Mutual benefit, higher profits.",1,0,0,0,0,1,1
qwen x deepseek,4,501,3,B,"Let’s keep HOLDing. Max profit for both, no need to CUT.",0,0,0,0,0,0,1
qwen x deepseek,4,501,5,A,"Let's keep HOLDing. Mutual benefit, higher profits.",1,0,0,0,0,1,1
qwen x deepseek,4,504,0,A,"Let's both HOLD, ok? 3 each > 1 each. Trust?",1,0,0,0,0,1,1
qwen x deepseek,4,504,0,B,Let's both HOLD for mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,4,504,1,A,I'll HOLD if you do. Let's cooperate.,1,1,0,0,0,1,1
qwen x deepseek,4,504,1,B,I'll HOLD if you HOLD. Last round was mistake. Let's both HO,0,1,0,0,0,0,1
qwen x deepseek,4,504,2,A,I'll CUT if you don't HOLD. Let's cooperate.,1,1,1,1,1,0,1
qwen x deepseek,4,504,2,B,I'll HOLD next round if you do. Let's both get 3. Trust?,0,1,0,0,0,0,1
qwen x deepseek,4,504,3,A,Let's both HOLD. I'll CUT if you don't. Trust?,1,1,1,1,1,0,1
qwen x deepseek,4,504,3,B,I'll HOLD this round if you do. Let's both get 3.,0,1,0,0,0,0,1
qwen x deepseek,4,500,0,B,Let’s both HOLD for mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,4,500,1,A,I'll HOLD if you do. Let's keep this profitable.,1,1,0,0,0,1,1
qwen x deepseek,4,500,1,B,Let's both HOLD for max profit. 3 each round beats 1. Trust ,1,0,0,0,0,1,1
qwen x deepseek,4,500,2,A,Agree. Let's keep HOLD for mutual profit. Trust is key.,1,0,0,0,0,1,1
qwen x deepseek,4,500,2,B,Let's both HOLD. Profit together.,1,0,0,0,0,1,1
qwen x deepseek,4,500,3,A,Let's keep HOLDing. Mutual trust benefits us both.,1,0,0,0,0,1,1
qwen x deepseek,4,500,3,B,Agreed. Let's both HOLD for mutual profit. No deviations.,1,0,0,0,0,1,1
qwen x deepseek,4,500,4,A,Agreed. Let's keep HOLDing for mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,4,502,0,A,Let's both HOLD for mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,502,0,B,"Let's both HOLD for mutual gain. Trust me, I'll reciprocate.",1,0,0,0,0,1,1
qwen x deepseek,4,502,1,A,I'll HOLD if you HOLD this round. Let's cooperate.,1,1,0,0,0,1,1
qwen x deepseek,4,502,1,B,Let's both HOLD for mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,502,2,A,I'll HOLD if you do. Let's keep this profitable.,1,1,0,0,0,1,1
qwen x deepseek,4,502,2,B,Let's both HOLD for mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,502,3,A,Let's keep HOLDing for mutual gain. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,502,3,B,Let's both HOLD again. Mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,503,0,A,Let's both HOLD. I'll cooperate if you do.,1,1,0,0,0,1,1
qwen x deepseek,4,503,0,B,Let's both HOLD for mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,4,503,1,A,I'll HOLD if you do. Let's keep this profitable.,1,1,0,0,0,1,1
qwen x deepseek,4,503,1,B,Let's keep HOLDing. Mutual benefit. 3 each beats 1 each.,1,0,0,0,0,1,1
qwen x deepseek,4,503,2,A,Agree. Let's keep HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,4,503,2,B,Let's keep HOLDing. Mutual profit is best for both.,1,0,0,0,0,1,1
qwen x deepseek,4,503,3,B,Let’s keep HOLDing for mutual profit. Trust me.,0,0,0,0,0,0,1
qwen x deepseek,4,503,4,A,Let's keep HOLDing. Mutual trust and profit.,1,0,0,0,0,1,1
qwen x deepseek,4,505,0,A,Let's both HOLD. We can both win big. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,505,0,B,Let's both HOLD for max profit. I'll start with HOLD.,1,0,0,0,0,1,1
qwen x deepseek,4,505,1,A,Agree. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,4,505,1,B,Let's keep HOLDing. Mutual benefit is key. Trust pays off! 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,505,2,A,Agreed. Let's keep HOLDing for mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,505,2,B,Let's keep HOLDing. Mutual gain beats short-term wins. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,505,3,A,Let's keep HOLDing. Trust and mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,4,505,3,B,Let's keep HOLDing. Mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,507,0,A,Let's both HOLD. Trust?,1,0,0,0,0,1,1
qwen x deepseek,4,507,0,B,Let's both HOLD for mutual benefit. CUT hurts us both.,1,0,0,0,0,1,1
qwen x deepseek,4,507,1,A,Agreed. Let's keep HOLDing for max mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,4,507,1,B,Let's keep HOLDing. Mutual benefit. 3 each round. Trust?,1,0,0,0,0,1,1
qwen x deepseek,4,507,2,A,Agree. Let's keep HOLDing. Trust works.,1,0,0,0,0,1,1
qwen x deepseek,4,507,2,B,Let's keep HOLDing. Mutual benefit for both.,1,0,0,0,0,1,1
qwen x deepseek,4,507,3,A,Let's keep HOLDing. Trust and mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,4,507,3,B,Agreed. Let's keep HOLDing. Trust pays.,1,0,0,0,0,1,1
qwen x deepseek,4,506,0,A,Let's both HOLD. We both win more. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,4,506,0,B,Let's both HOLD for max profit. I'll start with HOLD.,1,0,0,0,0,1,1
qwen x deepseek,4,506,1,A,Let's both HOLD. I'll match if you do.,1,1,0,0,0,1,1
qwen x deepseek,4,506,1,B,I'll HOLD if you HOLD. CUT last time to test trust. Let's bo,0,1,0,0,0,0,1
qwen x deepseek,4,506,2,A,I'll HOLD if you HOLD. Let's keep the profits high.,1,1,0,0,0,1,1
qwen x deepseek,4,506,2,B,"If you CUT next, I'll CUT forever. Let's both HOLD for mutua",1,1,1,1,1,0,1
qwen x deepseek,4,506,3,A,Let's keep HOLDing for mutual benefit. Trust is key.,1,0,0,0,0,1,1
qwen x deepseek,4,506,3,B,Let's keep HOLDing. Mutual high profits. Last text.,1,0,0,0,0,1,1
qwen x deepseek,4,510,0,A,Let's both HOLD for mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,510,0,B,Let's both HOLD for max profit. I'll start with HOLD.,1,0,0,0,0,1,1
qwen x deepseek,4,510,1,A,Agreed. Let's both HOLD for max profit.,1,0,0,0,0,1,1
qwen x deepseek,4,510,1,B,Let's both HOLD for mutual profit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,510,2,A,Let's keep HOLDing for mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,510,2,B,Let's keep HOLDing. Mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,510,3,A,Let's keep HOLDing. Mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,510,3,B,Let's keep cooperating. HOLD again? 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,508,0,A,"Let's both HOLD, or we'll both lose. Trust?",1,0,0,0,0,1,1
qwen x deepseek,4,508,0,B,Let's both HOLD for max profit. 4 credits left.,1,0,0,0,0,1,1
qwen x deepseek,4,508,1,A,Let's both HOLD. I'll HOLD if you HOLD. 3 credits left.,1,1,0,0,0,1,1
qwen x deepseek,4,508,1,B,"Let's both HOLD for mutual gain. Trust me, I'll cooperate.",1,0,0,0,0,1,1
qwen x deepseek,4,508,2,A,Let's both HOLD. I'll cooperate if you do. 2 credits left.,1,1,0,0,0,1,1
qwen x deepseek,4,508,2,B,I'll HOLD if you HOLD. 2 credits left.,0,1,0,0,0,0,1
qwen x deepseek,4,508,3,A,I'll HOLD if you HOLD. Let's cooperate.,1,1,0,0,0,1,1
qwen x deepseek,4,508,3,B,Let's both HOLD. I'll HOLD if you do. Last SMS.,1,1,0,0,0,1,1
qwen x deepseek,4,509,0,A,Let's HOLD. We both win more.,1,0,0,0,0,1,1
qwen x deepseek,4,509,0,B,Let’s both HOLD for mutual benefit. Trust me; I’ll reciproca,1,0,0,0,0,1,1
qwen x deepseek,4,509,1,A,I'll HOLD if you do. Let's keep this profitable.,1,1,0,0,0,1,1
qwen x deepseek,4,509,1,B,Let's keep HOLDing. More profit for both.,1,0,0,0,0,1,1
qwen x deepseek,4,509,2,A,"Let's keep HOLDing. Mutual benefit, more profit.",1,0,0,0,0,1,1
qwen x deepseek,4,509,2,B,Agreed. HOLD for mutual profit. Let's keep this going.,1,0,0,0,0,1,1
qwen x deepseek,4,509,3,A,"Keep HOLDing. Mutual trust, mutual profit.",0,0,0,0,0,0,1
qwen x deepseek,4,509,3,B,Let's keep HOLDing. More profit for both.,1,0,0,0,0,1,1
qwen x deepseek,4,511,0,A,Let's both HOLD. We can both make more this way. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,511,0,B,Let's both HOLD for max profit. 3 each round. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,4,511,1,A,Agree. Let's keep holding for max profit. Trust is key.,1,0,0,0,0,1,1
qwen x deepseek,4,511,1,B,Let's keep HOLDing. More profit for both. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,511,2,A,Agreed. Let's keep HOLDing for mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,511,2,B,"Let's continue HOLDING. Mutual benefit, trust remains. 🤝",1,0,0,0,0,1,1
qwen x deepseek,4,511,3,A,Let's keep HOLDing. Trust and profit together. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,511,3,B,Agreed. Let's keep HOLDing for mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,4,513,0,A,Let's both HOLD. Maximize profits together.,1,0,0,0,0,1,1
qwen x deepseek,4,513,0,B,Let's both HOLD for max profit. I'll start with HOLD this ro,1,0,0,0,0,1,1
qwen x deepseek,4,513,1,A,I'll HOLD if you do. Let's keep profits high.,1,1,0,0,0,1,1
qwen x deepseek,4,513,1,B,Let's keep HOLDing. Mutual benefit. 3 each round.,1,0,0,0,0,1,1
qwen x deepseek,4,513,2,A,Let's keep HOLDing. Max profit together.,1,0,0,0,0,1,1
qwen x deepseek,4,513,2,B,Let's continue HOLDing. Mutual benefit. No need to CUT.,1,0,0,0,0,1,1
qwen x deepseek,4,513,3,A,Let's keep HOLDing. Mutual benefit. No need to CUT.,1,0,0,0,0,1,1
qwen x deepseek,4,513,3,B,Let's keep HOLDing. Last text. Max profit.,1,0,0,0,0,1,1
qwen x deepseek,4,512,0,A,Let's both HOLD. We'll both earn more.,1,0,0,0,0,1,1
qwen x deepseek,4,512,0,B,Let's both HOLD for max profit. 3 each round beats 1.,1,0,0,0,0,1,1
qwen x deepseek,4,512,1,A,Agree. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,4,512,1,B,Let's keep holding. More profit for both.,1,0,0,0,0,1,1
qwen x deepseek,4,512,2,A,Agreed. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,4,512,2,B,Let's keep HOLDing. Mutual high profits benefit us both.,1,0,0,0,0,1,1
qwen x deepseek,4,512,3,A,Agree. Let's continue HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,4,512,3,B,Let's keep HOLDing. Mutual benefit. Trust pays off.,1,0,0,0,0,1,1
qwen x deepseek,4,515,0,A,Let's both HOLD. We'll both make more money. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,4,515,0,B,"Let's both HOLD for mutual benefit. Trust me, I'll reciproca",1,0,0,0,0,1,1
qwen x deepseek,4,515,1,A,I'll HOLD if you do. Let's maximize profits together.,0,1,0,0,0,0,1
qwen x deepseek,4,515,1,B,I'll HOLD if you HOLD. Let's both profit. Last chance.,0,1,0,0,0,0,1
qwen x deepseek,4,515,2,A,I'll HOLD if you HOLD. Let's maximize profits.,0,1,0,0,0,0,1
qwen x deepseek,4,515,2,B,Let's keep HOLDing. Mutual benefit. I'll HOLD this round.,1,0,0,0,0,1,1
qwen x deepseek,4,515,3,A,I'll HOLD if you HOLD. Let's maximize profit together.,0,1,0,0,0,0,1
qwen x deepseek,4,515,3,B,Let's both HOLD. I'll HOLD this round if you do.,1,1,0,0,0,1,1
qwen x deepseek,4,516,0,A,Let's both HOLD. We can both win big.,1,0,0,0,0,1,1
qwen x deepseek,4,516,0,B,Let's both HOLD for max profit. I'll start.,1,0,0,0,0,1,1
qwen x deepseek,4,516,1,A,Let's HOLD. I'll match if you do.,1,1,0,0,0,1,1
qwen x deepseek,4,516,1,B,"If you HOLD this round, I’ll HOLD next round. Trust me.",0,1,0,0,0,0,1
qwen x deepseek,4,516,2,A,I'll HOLD if you HOLD. Let's keep this profitable.,1,1,0,0,0,1,1
qwen x deepseek,4,516,2,B,Let's keep HOLDing. I'll match you. Trust pays off.,1,0,0,0,0,1,1
qwen x deepseek,4,516,3,A,I'll HOLD if you HOLD. Trust and cooperation.,1,1,0,0,0,1,1
qwen x deepseek,4,516,3,B,Let's keep HOLDing. Mutual profit beats short-term gains.,1,0,0,0,0,1,1
qwen x deepseek,4,519,0,A,"Let's HOLD, we both win more. Trust?",1,0,0,0,0,1,1
qwen x deepseek,4,519,0,B,Let's both HOLD for max profit. I'll start by HOLDing this r,1,0,0,0,0,1,1
qwen x deepseek,4,519,1,A,"Agree, let's keep HOLDing for higher profits.",1,0,0,0,0,1,1
qwen x deepseek,4,519,1,B,Agree to HOLD for mutual benefit. Let's trust each other.,0,0,0,0,0,0,1
qwen x deepseek,4,519,2,A,Let's continue HOLDing for mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,4,519,2,B,"Let's keep HOLDing, mutual benefit. Trust pays off.",1,0,0,0,0,1,1
qwen x deepseek,4,519,3,B,"Let's keep HOLDing, mutual profit. Last text, trust me.",1,0,0,0,0,1,1
qwen x deepseek,4,519,4,A,Let's continue HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,4,514,0,A,"Let's both HOLD, share the profit. Trust?",1,0,0,0,0,1,1
qwen x deepseek,4,514,0,B,Let's both HOLD for max profit. 3 each round beats 1.,1,0,0,0,0,1,1
qwen x deepseek,4,514,1,A,Agree. Let's keep HOLDing for steady 3s.,1,0,0,0,0,1,1
qwen x deepseek,4,514,1,B,Agree to HOLD. Trust pays off for both. Keep sharing profit.,0,0,0,0,0,0,1
qwen x deepseek,4,514,2,A,Agree. Let's keep HOLDing for steady profit.,1,0,0,0,0,1,1
qwen x deepseek,4,514,2,B,Let's keep HOLDing for mutual profit. Trust me?,1,0,0,0,0,1,1
qwen x deepseek,4,514,3,A,You CUT despite agreement. Explain or I CUT too.,0,0,0,0,0,0,1
qwen x deepseek,4,514,3,B,Let's keep cooperating. HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,4,517,0,A,"Let's both HOLD. Split the profit, trust?",1,0,0,0,0,1,1
qwen x deepseek,4,517,0,B,Let's both HOLD for max profit. 3 each round beats 1. Trust ,1,0,0,0,0,1,1
qwen x deepseek,4,517,1,A,I'll HOLD if you do. Let's maximize profits together.,0,1,0,0,0,0,1
qwen x deepseek,4,517,1,B,Let's both HOLD. Mutual benefit. Last chance.,1,0,0,0,0,1,1
qwen x deepseek,4,517,2,A,Let's HOLD. We both lose if we keep cutting.,1,1,0,0,0,1,1
qwen x deepseek,4,517,2,B,Let's both HOLD. Maximize profits together.,1,0,0,0,0,1,1
qwen x deepseek,4,517,3,A,Let's HOLD. Maximize profits together. 3 each.,1,0,0,0,0,1,1
qwen x deepseek,4,517,3,B,"Let's both HOLD. Last msg. 3,3 better than 1,1. Trust me.",1,0,0,0,0,1,1
qwen x deepseek,4,518,0,A,"Let's both HOLD, ok? We'll both win.",1,0,0,0,0,1,1
qwen x deepseek,4,518,0,B,Let's both HOLD for max profit. 3 each round beats 1. Trust ,1,0,0,0,0,1,1
qwen x deepseek,4,518,1,A,I'll HOLD if you do. 3 each is better than 1.,0,1,0,0,0,0,1
qwen x deepseek,4,518,1,B,"Let's both HOLD, ok? We'll both win.",1,0,0,0,0,1,1
qwen x deepseek,4,518,2,A,Let's both HOLD. I'll CUT if you do. Trust?,1,1,1,0,0,1,1
qwen x deepseek,4,518,2,B,Let's both HOLD from now on. 3 each is better than 1.,1,0,0,0,0,1,1
qwen x deepseek,4,518,3,A,Let's HOLD. 3 each is better than 1. Trust?,1,0,0,0,0,1,1
qwen x deepseek,4,518,3,B,I'll HOLD this round if you do. Last SMS. Let's both win.,0,1,0,0,0,0,1
qwen x deepseek,6,500,0,A,Let's both HOLD. We can make more profit together.,1,0,0,0,0,1,1
qwen x deepseek,6,500,0,B,Let's both HOLD for max profit. I'll start with HOLD.,1,0,0,0,0,1,1
qwen x deepseek,6,500,1,A,"Agreed, let's keep HOLDing for higher profits.",1,0,0,0,0,1,1
qwen x deepseek,6,500,1,B,Let's keep holding. More profit for both. Trust pays off.,1,0,0,0,0,1,1
qwen x deepseek,6,500,2,A,Let's keep HOLDing. Mutual trust maximizes profit.,1,0,0,0,0,1,1
qwen x deepseek,6,500,2,B,Let's continue HOLDing for mutual benefit. Trust pays off.,1,0,0,0,0,1,1
qwen x deepseek,6,500,3,A,"Agreed, let's keep HOLDing for mutual benefit.",1,0,0,0,0,1,1
qwen x deepseek,6,500,3,B,Let’s continue HOLDing. Mutual trust benefits us both.,0,0,0,0,0,0,1
qwen x deepseek,6,500,4,A,Let's keep the trust and HOLD for max profit.,1,0,0,0,0,1,1
qwen x deepseek,6,500,4,B,"Agreed, let's keep HOLDing. Trust ensures mutual profit.",1,0,0,0,0,1,1
qwen x deepseek,6,500,5,A,Let's keep HOLDing. Trust and cooperation maximize profit.,1,0,0,0,0,1,1
qwen x deepseek,6,500,5,B,Let's keep HOLDing. Mutual trust maximizes profit.,1,0,0,0,0,1,1
qwen x deepseek,6,502,0,A,Let's both HOLD. Trust and profit together.,1,0,0,0,0,1,1
qwen x deepseek,6,502,0,B,Let's both HOLD for max profit. I'll start with HOLD this ro,1,0,0,0,0,1,1
qwen x deepseek,6,502,1,A,Agree. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,502,1,B,Let's keep HOLDing. Mutual benefit. 3 > 1.,1,0,0,0,0,1,1
qwen x deepseek,6,502,2,A,Let's keep HOLDing. Mutual benefit. 3 > 1.,1,0,0,0,0,1,1
qwen x deepseek,6,502,2,B,Let's continue HOLD for mutual profit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,502,3,A,Let's keep HOLDing. Mutual trust = max profit.,1,0,0,0,0,1,1
qwen x deepseek,6,502,3,B,Let's continue HOLDing. Mutual benefit for both. Trust pays.,1,0,0,0,0,1,1
qwen x deepseek,6,502,4,A,Let's keep HOLDing. Trust and mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,502,4,B,Agreed. Let's HOLD for max profit. Trust = success.,1,0,0,0,0,1,1
qwen x deepseek,6,502,5,A,Let's keep HOLDing. Trust and cooperation pay off.,1,0,0,0,0,1,1
qwen x deepseek,6,502,5,B,Let's keep HOLDing. Mutual profit. 3 > 1.,1,0,0,0,0,1,1
qwen x deepseek,6,501,0,A,Let's both HOLD. Maximize profits together.,1,0,0,0,0,1,1
qwen x deepseek,6,501,0,B,Let's both HOLD for max profit. I'll match you.,1,0,0,0,0,1,1
qwen x deepseek,6,501,1,A,I'll HOLD if you do. Let's maximize profits.,0,1,0,0,0,0,1
qwen x deepseek,6,501,1,B,Let's both HOLD. Mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,501,2,A,Let's both HOLD. I'll match if you do.,1,1,0,0,0,1,1
qwen x deepseek,6,501,2,B,Let's both HOLD from now on. I'll match your moves. Trust me,1,0,0,0,0,1,1
qwen x deepseek,6,501,3,A,I'll HOLD if you do. Let's cooperate for max profit.,1,1,0,0,0,1,1
